Section Index,Minimum Magnitude
0,7.355476796464595
1,7.355476796464595
2,7.355476796464595
3,7.355476796464595
4,7.355476796464595
5,7.355476796464595
6,7.355476796464595
7,7.355476796464595
8,7.355476796464595
9,7.355476796464595
10,7.355476796464595
11,7.355476796464595
12,7.355476796464595
13,7.355476796464595
14,7.355476796464595
15,7.355476796464595
16,7.355476796464595
17,7.355476796464595
18,7.355476796464595
19,7.355476796464595
20,7.355476796464595
21,7.355476796464595
22,7.355476796464595
23,7.355476796464595
24,7.355476796464595
25,7.355476796464595
26,7.355476796464595
27,7.355476796464595
28,7.355476796464595
29,7.355476796464595
30,7.355476796464595
31,7.355476796464595
32,7.355476796464595
33,7.355476796464595
34,7.355476796464595
35,7.355476796464595
36,7.355476796464595
37,7.355476796464595
38,7.355476796464595
39,7.355476796464595
40,7.355476796464595
41,7.355476796464595
42,7.355476796464595
43,7.355476796464595
44,7.355476796464595
45,7.355476796464595
46,7.355476796464595
47,7.355476796464595
48,7.355476796464595
49,7.355476796464595
50,7.355476796464595
51,7.355476796464595
52,7.355476796464595
53,7.355476796464595
54,7.355476796464595
55,7.355476796464595
56,7.355476796464595
57,7.355476796464595
58,7.355476796464595
59,7.355476796464595
60,7.355476796464595
61,7.355476796464595
62,7.355476796464595
63,7.355476796464595
64,7.355476796464595
65,7.355476796464595
66,7.355476796464595
67,7.355476796464595
68,7.355476796464595
69,7.355476796464595
70,7.355476796464595
71,7.355476796464595
72,7.355476796464595
73,7.355476796464595
74,7.355476796464595
75,7.355476796464595
76,7.355476796464595
77,7.355476796464595
78,7.355476796464595
79,7.355476796464595
80,7.355476796464595
81,7.355476796464595
82,7.355476796464595
83,7.355476796464595
84,7.355476796464595
85,7.355476796464595
86,7.355476796464595
87,7.355476796464595
88,7.355476796464595
89,7.355476796464595
90,7.355476796464595
91,7.355476796464595
92,7.355476796464595
93,7.355476796464595
94,7.355476796464595
95,7.355476796464595
96,7.355476796464595
97,7.355476796464595
98,7.355476796464595
99,7.355476796464595
100,7.355476796464595
101,7.355476796464595
102,7.355476796464595
103,7.355476796464595
104,7.355476796464595
105,7.355476796464595
106,7.355476796464595
107,7.355476796464595
108,7.355476796464595
109,7.355476796464595
110,7.355476796464595
111,7.355476796464595
112,7.355476796464595
113,7.355476796464595
114,7.355476796464595
115,7.355476796464595
116,7.355476796464595
117,7.355476796464595
118,7.355476796464595
119,7.355476796464595
120,7.355476796464595
121,7.355476796464595
122,7.355476796464595
123,7.355476796464595
124,7.355476796464595
125,7.355476796464595
126,7.355476796464595
127,7.355476796464595
128,7.355476796464595
129,7.355476796464595
130,7.355476796464595
131,7.355476796464595
132,7.355476796464595
133,7.355476796464595
134,7.355476796464595
135,7.355476796464595
136,7.355476796464595
137,7.355476796464595
138,7.355476796464595
139,7.355476796464595
140,7.355476796464595
141,7.355476796464595
142,7.355476796464595
143,7.355476796464595
144,7.355476796464595
145,7.355476796464595
146,7.355476796464595
147,7.355476796464595
148,7.355476796464595
149,7.355476796464595
150,7.355476796464595
151,7.355476796464595
152,7.355476796464595
153,7.355476796464595
154,7.355476796464595
155,7.355476796464595
156,7.355476796464595
157,7.355476796464595
158,7.355476796464595
159,7.355476796464595
160,7.355476796464595
161,7.355476796464595
162,7.355476796464595
163,7.355476796464595
164,7.355476796464595
165,7.355476796464595
166,7.355476796464595
167,7.355476796464595
168,7.355476796464595
169,7.355476796464595
170,7.355476796464595
171,7.355476796464595
172,7.355476796464595
173,7.355476796464595
174,7.355476796464595
175,7.355476796464595
176,7.355476796464595
177,7.355476796464595
178,7.355476796464595
179,7.355476796464595
180,7.355476796464595
181,7.355476796464595
182,7.355476796464595
183,7.355476796464595
184,7.355476796464595
185,7.355476796464595
186,7.355476796464595
187,7.355476796464595
188,7.355476796464595
189,7.355476796464595
190,7.355476796464595
191,7.355476796464595
192,7.355476796464595
193,7.355476796464595
194,7.355476796464595
195,7.355476796464595
196,7.355476796464595
197,7.355476796464595
198,7.355476796464595
199,7.355476796464595
200,7.355476796464595
201,7.355476796464595
